test_preparation_course,math_score,reading_score,writing_score,total_score,gender_male,race/ethnicity_group B,race/ethnicity_group C,race/ethnicity_group D,race/ethnicity_group E,parental_level_of_education_bachelor's degree,parental_level_of_education_high school,parental_level_of_education_master's degree,parental_level_of_education_some college,parental_level_of_education_some high school,lunch_standard
1,0.8099999999999999,0.7710843373493976,0.7666666666666666,0.7838827838827839,True,False,False,False,True,False,False,False,False,False,True
0,0.74,0.7710843373493976,0.8111111111111111,0.7728937728937729,False,False,False,True,False,False,False,False,False,False,True
0,0.5,0.5662650602409639,0.5444444444444444,0.5347985347985348,False,False,False,True,False,False,False,False,False,True,False
1,0.75,0.8795180722891567,0.8666666666666667,0.8278388278388278,False,False,False,True,False,False,False,False,False,False,False
0,0.57,0.46987951807228917,0.5222222222222221,0.5238095238095238,True,True,False,False,False,False,False,False,False,False,False
0,0.5499999999999999,0.5301204819277109,0.4888888888888889,0.5238095238095238,True,False,True,False,False,False,False,False,False,False,False
0,0.58,0.674698795180723,0.6444444444444444,0.63003663003663,False,False,True,False,False,False,False,False,False,False,True
0,0.53,0.49397590361445787,0.611111111111111,0.5457875457875458,False,True,False,False,False,False,False,False,False,False,True
1,0.59,0.5783132530120482,0.6222222222222222,0.5970695970695971,True,True,False,False,False,False,False,False,True,False,False
0,0.5,0.46987951807228917,0.4888888888888889,0.4871794871794872,False,False,False,False,True,False,False,False,False,False,False
0,0.65,0.4457831325301205,0.5222222222222221,0.5457875457875458,True,True,False,False,False,False,False,False,False,False,True
1,0.5499999999999999,0.5783132530120482,0.5777777777777777,0.5677655677655677,False,False,False,False,False,False,False,False,False,False,True
0,0.6599999999999999,0.6506024096385542,0.7333333333333333,0.6813186813186813,False,False,True,False,False,False,True,False,False,False,True
1,0.57,0.6867469879518072,0.7333333333333333,0.6593406593406593,False,False,False,True,False,False,False,False,False,False,False
1,0.82,0.8072289156626506,0.7999999999999999,0.8095238095238095,True,False,True,False,False,False,True,False,False,False,True
0,0.53,0.45783132530120485,0.4222222222222222,0.4725274725274725,True,False,False,False,True,False,False,False,True,False,True
1,0.77,0.6265060240963856,0.6444444444444444,0.684981684981685,True,False,False,False,True,False,False,False,False,False,False
0,0.53,0.3253012048192771,0.35555555555555557,0.41025641025641024,True,False,True,False,False,False,False,False,True,False,True
0,0.88,0.7349397590361446,0.7222222222222222,0.7838827838827839,True,False,False,True,False,False,True,False,False,False,True
1,0.71,0.8072289156626506,0.8555555555555555,0.7875457875457875,False,False,True,False,False,False,False,False,False,True,False
0,0.33,0.2891566265060241,0.3666666666666667,0.3296703296703297,False,False,True,False,False,False,True,False,False,False,False
1,0.82,0.8192771084337349,0.8444444444444444,0.8278388278388278,False,False,False,False,True,False,False,False,False,False,True
0,0.52,0.45783132530120485,0.43333333333333335,0.4725274725274725,True,False,False,True,False,False,False,False,False,False,True
1,0.58,0.5060240963855421,0.5333333333333333,0.5421245421245422,True,False,False,True,False,False,False,False,True,False,True
0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False,True,False
1,0.7899999999999999,0.6867469879518072,0.6888888888888889,0.7252747252747253,True,False,False,False,True,True,False,False,False,False,False
0,0.39,0.2650602409638554,0.2666666666666666,0.31135531135531136,True,False,False,False,False,False,False,False,False,True,False
0,0.62,0.5301204819277109,0.5,0.5531135531135531,True,False,False,False,False,False,False,False,False,False,False
0,0.69,0.7590361445783133,0.6777777777777777,0.706959706959707,False,False,True,False,False,False,False,False,False,False,True
0,0.59,0.49397590361445787,0.5444444444444444,0.5457875457875458,False,False,False,True,False,False,False,False,False,True,True
0,0.6699999999999999,0.5662650602409639,0.5666666666666667,0.6043956043956044,True,True,False,False,False,False,False,False,False,True,True
0,0.45,0.24096385542168675,0.3,0.336996336996337,True,False,False,True,False,False,False,False,False,True,False
0,0.6,0.6626506024096386,0.711111111111111,0.6556776556776557,False,False,True,False,False,False,False,False,True,False,True
0,0.61,0.49397590361445787,0.5111111111111111,0.5421245421245422,True,True,False,False,False,False,False,False,False,False,False
0,0.39,0.5662650602409639,0.5222222222222221,0.4871794871794872,False,False,True,False,False,False,False,False,False,False,True
1,0.58,0.5542168674698795,0.7,0.6117216117216118,False,False,False,True,False,False,False,False,True,False,False
1,0.63,0.45783132530120485,0.5888888888888889,0.5641025641025641,True,False,False,True,False,False,False,False,True,False,True
0,0.41,0.40963855421686746,0.4222222222222222,0.41391941391941395,False,False,False,False,False,False,False,False,False,False,False
0,0.61,0.4819277108433735,0.5111111111111111,0.5384615384615384,True,False,True,False,False,False,False,False,False,True,False
0,0.49,0.3855421686746988,0.34444444444444444,0.41025641025641024,True,False,True,False,False,False,False,False,False,True,True
0,0.44,0.2891566265060241,0.3111111111111111,0.3516483516483517,True,True,False,False,False,False,False,False,False,False,False
0,0.30000000000000004,0.10843373493975905,0.1333333333333333,0.18681318681318693,True,False,False,False,True,False,False,False,False,True,True
1,0.7999999999999999,0.7349397590361446,0.7888888888888889,0.7765567765567766,True,False,False,False,False,True,False,False,False,False,True
1,0.61,0.6867469879518072,0.6888888888888889,0.6593406593406593,False,False,False,True,False,False,False,False,False,True,True
0,0.62,0.6144578313253012,0.6444444444444444,0.6263736263736264,False,False,False,False,True,False,False,True,False,False,True
0,0.47,0.3855421686746988,0.4444444444444444,0.4358974358974359,False,True,False,False,False,False,False,False,False,False,True
0,0.49,0.3373493975903614,0.3888888888888889,0.41025641025641024,True,True,False,False,False,False,True,False,False,False,False
1,0.5,0.3614457831325301,0.4888888888888889,0.4542124542124542,True,False,False,False,False,False,False,False,True,False,False
0,0.72,0.5662650602409639,0.5888888888888889,0.63003663003663,True,False,False,False,True,False,False,False,False,False,True
0,0.42000000000000004,0.2650602409638554,0.2666666666666666,0.3223443223443224,True,False,False,True,False,False,True,False,False,False,False
0,0.73,0.7590361445783133,0.7999999999999999,0.7619047619047619,False,False,True,False,False,False,False,False,True,False,True
0,0.76,0.7951807228915663,0.8666666666666667,0.8058608058608059,False,False,True,False,False,False,False,False,True,False,False
0,0.71,0.6506024096385542,0.711111111111111,0.6923076923076923,False,False,False,True,False,False,False,False,False,False,True
0,0.58,0.6385542168674699,0.6333333333333333,0.6153846153846154,False,False,False,False,False,False,False,False,True,False,True
0,0.73,0.8313253012048193,0.7999999999999999,0.7838827838827839,False,False,False,True,False,False,False,False,False,True,True
0,0.65,0.6626506024096386,0.711111111111111,0.673992673992674,False,False,True,False,False,True,False,False,False,False,True
0,0.27,0.20481927710843373,0.28888888888888886,0.2564102564102565,True,False,True,False,False,False,True,False,False,False,False
0,0.71,0.7469879518072289,0.6777777777777777,0.7106227106227107,True,False,True,False,False,False,True,False,False,False,True
1,0.43,0.3373493975903614,0.4444444444444444,0.4065934065934066,True,False,True,False,False,False,False,False,False,False,False
0,0.7899999999999999,0.8313253012048193,0.9111111111111111,0.8424908424908425,False,True,False,False,False,False,False,False,True,False,True
1,0.78,0.7710843373493976,0.7999999999999999,0.7838827838827839,True,False,True,False,False,False,False,False,False,False,False
1,0.65,0.5903614457831325,0.5777777777777777,0.6080586080586081,True,True,False,False,False,False,False,False,False,True,True
1,0.63,0.6626506024096386,0.6666666666666666,0.652014652014652,False,False,False,False,True,False,False,False,True,False,True
0,0.58,0.6024096385542169,0.5777777777777777,0.5860805860805861,False,False,False,True,False,False,False,False,True,False,False
0,0.65,0.6024096385542169,0.5777777777777777,0.6117216117216118,False,False,False,True,False,True,False,False,False,False,True
0,0.7899999999999999,0.6024096385542169,0.6333333333333333,0.6813186813186813,True,True,False,False,False,False,False,False,True,False,True
1,0.6799999999999999,0.6867469879518072,0.711111111111111,0.6923076923076923,True,False,False,True,False,True,False,False,False,False,True
0,0.85,0.891566265060241,0.8777777777777778,0.8717948717948718,False,False,False,True,False,False,False,False,False,False,True
1,0.6,0.3253012048192771,0.4111111111111111,0.4542124542124542,True,True,False,False,False,False,True,False,False,False,True
1,0.98,0.8313253012048193,0.8888888888888888,0.9047619047619048,True,False,True,False,False,False,False,False,True,False,True
0,0.58,0.6024096385542169,0.6888888888888889,0.6227106227106227,False,False,True,False,False,False,False,False,True,False,True
0,0.87,1.0000000000000002,1.0,0.9523809523809523,False,False,False,True,False,False,False,True,False,False,True
1,0.6599999999999999,0.5542168674698795,0.6,0.6080586080586081,True,False,False,False,True,False,False,False,False,False,True
0,0.52,0.7108433734939759,0.6666666666666666,0.6263736263736264,False,True,False,False,False,False,False,False,False,False,False
0,0.7,0.5662650602409639,0.6888888888888889,0.6556776556776557,False,True,False,False,False,False,False,False,False,True,True
1,0.77,0.8674698795180723,0.9777777777777777,0.8681318681318682,False,False,False,True,False,False,False,False,False,False,False
0,0.62,0.45783132530120485,0.43333333333333335,0.5091575091575091,True,False,True,False,False,False,True,False,False,False,True
0,0.54,0.4337349397590361,0.4111111111111111,0.4652014652014652,True,False,False,False,False,False,False,False,False,False,True
0,0.51,0.49397590361445787,0.4888888888888889,0.4981684981684982,False,False,False,True,False,False,False,False,True,False,True
1,0.99,1.0000000000000002,1.0,0.9963369963369964,False,False,False,False,True,True,False,False,False,False,True
0,0.84,0.7228915662650602,0.711111111111111,0.7619047619047619,True,False,True,False,False,False,True,False,False,False,True
0,0.75,0.8192771084337349,0.7999999999999999,0.7875457875457875,False,True,False,False,False,True,False,False,False,False,False
0,0.78,0.7831325301204819,0.7666666666666666,0.7765567765567766,False,False,False,True,False,True,False,False,False,False,True
0,0.51,0.5542168674698795,0.5666666666666667,0.5421245421245422,False,False,False,True,False,False,False,False,False,True,True
0,0.5499999999999999,0.6265060240963856,0.611111111111111,0.5934065934065934,False,False,True,False,False,False,False,False,True,False,True
1,0.7899999999999999,0.9036144578313254,0.8777777777777778,0.8534798534798534,False,False,True,False,False,True,False,False,False,False,True
1,0.9099999999999999,0.8674698795180723,0.9111111111111111,0.8974358974358974,True,True,False,False,False,False,False,False,False,False,True
1,0.88,0.9156626506024097,0.9222222222222223,0.9047619047619048,False,False,True,False,False,False,False,False,True,False,True
0,0.63,0.4819277108433735,0.5111111111111111,0.5457875457875458,True,False,False,True,False,False,True,False,False,False,False
0,0.83,0.7590361445783133,0.7,0.7655677655677655,True,False,False,False,True,False,False,False,True,False,True
0,0.87,0.9397590361445783,0.8444444444444444,0.8827838827838828,False,True,False,False,False,False,True,False,False,False,True
0,0.72,0.6144578313253012,0.6333333333333333,0.6593406593406593,True,True,False,False,False,False,False,False,False,True,True
1,0.65,0.7228915662650602,0.711111111111111,0.6923076923076923,True,False,False,True,False,False,False,False,True,False,True
0,0.82,0.7831325301204819,0.711111111111111,0.7728937728937729,True,False,False,True,False,False,False,True,False,False,True
0,0.51,0.3855421686746988,0.45555555555555555,0.4542124542124542,False,False,False,False,False,True,False,False,False,False,True
0,0.89,0.8072289156626506,0.7999999999999999,0.8351648351648352,True,False,False,True,False,False,False,True,False,False,True
1,0.53,0.24096385542168675,0.3333333333333333,0.37728937728937734,True,False,True,False,False,False,False,False,False,True,False
1,0.87,0.6867469879518072,0.6666666666666666,0.7472527472527473,True,False,False,False,True,False,False,False,True,False,False
1,0.75,0.7710843373493976,0.8222222222222222,0.7802197802197802,False,False,True,False,False,False,False,False,True,False,True
1,0.74,0.7469879518072289,0.7222222222222222,0.7362637362637363,True,False,False,True,False,True,False,False,False,False,False
0,0.58,0.45783132530120485,0.4222222222222222,0.4908424908424909,True,False,True,False,False,True,False,False,False,False,True
1,0.51,0.4457831325301205,0.34444444444444444,0.4358974358974359,True,True,False,False,False,False,False,False,False,True,True
0,0.7,0.45783132530120485,0.5111111111111111,0.5641025641025641,True,False,False,False,True,False,True,False,False,False,True
0,0.59,0.5903614457831325,0.6333333333333333,0.6043956043956044,False,False,True,False,False,False,False,False,False,False,True
1,0.71,0.5301204819277109,0.6555555555555556,0.6373626373626374,True,False,False,True,False,False,False,False,True,False,True
0,0.76,0.6626506024096386,0.6777777777777777,0.7032967032967034,False,False,False,True,False,False,False,False,False,True,True
0,0.59,0.5421686746987951,0.6,0.5787545787545788,False,False,True,False,False,False,False,False,True,False,False
1,0.42000000000000004,0.45783132530120485,0.4888888888888889,0.4542124542124542,False,False,False,False,True,False,False,False,True,False,False
0,0.57,0.3132530120481927,0.4111111111111111,0.43956043956043955,True,False,False,False,False,False,True,False,False,False,True
0,0.88,0.674698795180723,0.7555555555555555,0.7765567765567766,True,False,False,True,False,False,False,False,True,False,True
0,0.22000000000000003,0.2650602409638554,0.25555555555555554,0.24542124542124544,False,False,True,False,False,False,False,False,True,False,False
0,0.88,0.8072289156626506,0.7222222222222222,0.8058608058608059,True,True,False,False,False,False,False,False,False,True,True
0,0.73,0.6144578313253012,0.6222222222222222,0.6593406593406593,True,False,True,False,False,False,False,False,False,False,False
1,0.6799999999999999,0.6987951807228916,0.7888888888888889,0.7216117216117216,False,False,False,True,False,True,False,False,False,False,True
1,1.0,1.0000000000000002,0.9222222222222223,0.9743589743589745,True,False,False,False,True,False,False,False,False,False,False
1,0.62,0.6024096385542169,0.6555555555555556,0.6263736263736264,True,False,False,False,False,False,False,False,False,True,True
0,0.77,0.6024096385542169,0.6444444444444444,0.6776556776556777,True,False,False,False,False,True,False,False,False,False,True
1,0.59,0.6385542168674699,0.6222222222222222,0.6153846153846154,False,True,False,False,False,False,False,False,False,False,True
0,0.54,0.3855421686746988,0.4111111111111111,0.45054945054945056,True,False,False,True,False,True,False,False,False,False,True
0,0.62,0.6024096385542169,0.5666666666666667,0.5970695970695971,True,False,False,True,False,False,False,False,False,True,True
1,0.7,0.8674698795180723,0.8666666666666667,0.8058608058608059,False,False,True,False,False,False,False,False,True,False,True
1,0.6599999999999999,0.6867469879518072,0.7555555555555555,0.6996336996336996,False,False,False,False,True,False,True,False,False,False,False
0,0.6,0.5180722891566265,0.5555555555555556,0.5604395604395604,True,True,False,False,False,False,False,False,True,False,False
1,0.61,0.8313253012048193,0.8555555555555555,0.7582417582417582,False,True,False,False,False,False,False,False,False,False,True
0,0.6599999999999999,0.5421686746987951,0.6,0.6043956043956044,True,False,False,True,False,False,False,False,False,False,False
1,0.82,0.7349397590361446,0.711111111111111,0.7582417582417582,True,True,False,False,False,False,False,False,False,False,False
1,0.75,0.8554216867469879,0.8333333333333333,0.8095238095238095,False,False,False,False,True,False,False,False,True,False,False
0,0.49,0.4337349397590361,0.4666666666666667,0.4652014652014652,True,True,False,False,False,False,False,True,False,False,False
0,0.52,0.4337349397590361,0.43333333333333335,0.4652014652014652,True,False,True,False,False,False,True,False,False,False,True
0,0.8099999999999999,0.9036144578313254,0.8999999999999999,0.8681318681318682,False,False,False,False,True,False,False,True,False,False,True
1,0.96,1.0000000000000002,1.0,0.9853479853479854,False,False,True,False,False,True,False,False,False,False,True
1,0.53,0.40963855421686746,0.45555555555555555,0.46886446886446886,True,False,True,False,False,False,True,False,False,False,False
1,0.58,0.7108433734939759,0.7555555555555555,0.6776556776556777,False,True,False,False,False,False,False,True,False,False,False
1,0.6799999999999999,0.7951807228915663,0.7555555555555555,0.73992673992674,False,True,False,False,False,False,True,False,False,False,True
1,0.6699999999999999,0.6987951807228916,0.6666666666666666,0.6776556776556777,False,False,True,False,False,False,False,False,True,False,False
1,0.72,0.674698795180723,0.711111111111111,0.7032967032967034,True,False,False,False,False,False,True,False,False,False,True
0,0.94,0.8554216867469879,0.7555555555555555,0.8534798534798534,True,False,False,False,True,False,False,False,False,True,True
0,0.7899999999999999,0.8313253012048193,0.7888888888888889,0.8021978021978022,False,False,False,True,False,False,False,False,True,False,True
0,0.63,0.6024096385542169,0.6666666666666666,0.6336996336996337,False,False,True,False,False,False,False,False,False,False,True
1,0.43,0.40963855421686746,0.4888888888888889,0.4432234432234432,False,False,True,False,False,True,False,False,False,False,False
1,0.8099999999999999,0.891566265060241,0.8555555555555555,0.8498168498168498,False,False,True,False,False,False,False,True,False,False,True
1,0.45999999999999996,0.4457831325301205,0.5333333333333333,0.47985347985347987,False,True,False,False,False,False,True,False,False,False,False
1,0.71,0.7228915662650602,0.7444444444444445,0.7252747252747253,False,False,True,False,False,False,False,False,False,False,True
1,0.52,0.6385542168674699,0.5777777777777777,0.575091575091575,False,True,False,False,False,False,False,True,False,False,False
1,0.97,1.0000000000000002,1.0,0.989010989010989,False,False,False,True,False,False,False,False,False,True,True
1,0.62,0.6144578313253012,0.7222222222222222,0.652014652014652,True,False,True,False,False,False,False,True,False,False,False
0,0.45999999999999996,0.5662650602409639,0.6222222222222222,0.5457875457875458,False,False,True,False,False,False,False,False,True,False,False
0,0.5,0.3975903614457831,0.4111111111111111,0.43956043956043955,False,False,False,False,True,False,True,False,False,False,True
0,0.65,0.6265060240963856,0.6666666666666666,0.6483516483516484,False,False,False,True,False,False,False,False,False,False,True
1,0.45,0.4216867469879518,0.43333333333333335,0.4358974358974359,True,False,True,False,False,False,False,False,False,True,False
1,0.65,0.6024096385542169,0.611111111111111,0.6227106227106227,True,False,True,False,False,False,False,False,False,False,False
0,0.7999999999999999,0.7108433734939759,0.611111111111111,0.7106227106227107,True,False,False,False,True,False,True,False,False,False,True
1,0.62,0.5903614457831325,0.6444444444444444,0.6190476190476191,True,False,False,True,False,False,False,False,False,True,True
0,0.48,0.4216867469879518,0.3888888888888889,0.43223443223443225,True,True,False,False,False,False,False,False,False,True,False
0,0.77,0.8554216867469879,0.8555555555555555,0.8241758241758241,False,False,True,False,False,True,False,False,False,False,True
0,0.6599999999999999,0.5783132530120482,0.6555555555555556,0.6336996336996337,False,False,False,False,True,False,False,False,False,False,True
1,0.76,0.7951807228915663,0.7666666666666666,0.7728937728937729,True,False,False,True,False,False,False,False,True,False,True
0,0.62,0.5662650602409639,0.6222222222222222,0.6043956043956044,False,True,False,False,False,False,False,False,False,True,True
1,0.77,0.5421686746987951,0.5777777777777777,0.6373626373626374,True,False,False,True,False,False,False,False,True,False,True
1,0.69,0.8072289156626506,0.8333333333333333,0.7728937728937729,False,False,True,False,False,False,False,True,False,False,True
0,0.61,0.45783132530120485,0.4666666666666667,0.5164835164835165,True,False,False,True,False,False,False,False,False,False,True
1,0.59,0.6265060240963856,0.611111111111111,0.6080586080586081,True,False,True,False,False,False,False,False,False,True,False
0,0.5499999999999999,0.46987951807228917,0.45555555555555555,0.4945054945054945,True,False,False,False,True,False,True,False,False,False,False
0,0.45,0.4337349397590361,0.5,0.46153846153846156,False,True,False,False,False,False,False,False,True,False,False
0,0.78,0.7469879518072289,0.7333333333333333,0.7545787545787546,False,True,False,False,False,True,False,False,False,False,False
1,0.6699999999999999,0.8072289156626506,0.8444444444444444,0.7692307692307693,False,False,True,False,False,False,False,False,False,False,True
0,0.65,0.7710843373493976,0.7444444444444445,0.717948717948718,False,False,False,True,False,False,False,False,True,False,False
0,0.69,0.7228915662650602,0.6555555555555556,0.6886446886446886,True,False,True,False,False,False,False,False,False,False,True
0,0.57,0.6265060240963856,0.6444444444444444,0.6117216117216118,False,True,False,False,False,False,False,False,False,False,True
0,0.59,0.2891566265060241,0.35555555555555557,0.42124542124542125,True,False,True,False,False,False,False,False,True,False,True
1,0.74,0.6506024096385542,0.7555555555555555,0.717948717948718,True,False,False,True,False,False,False,False,False,True,True
0,0.82,0.5421686746987951,0.5777777777777777,0.6556776556776557,True,False,False,False,True,True,False,False,False,False,True
1,0.8099999999999999,0.7590361445783133,0.7333333333333333,0.7692307692307693,True,False,False,False,True,False,True,False,False,False,True
0,0.74,0.7710843373493976,0.7333333333333333,0.7472527472527473,False,True,False,False,False,False,False,False,True,False,False
0,0.58,0.5301204819277109,0.6222222222222222,0.5787545787545788,False,True,False,False,False,False,False,False,True,False,False
1,0.7999999999999999,0.7469879518072289,0.7666666666666666,0.7728937728937729,True,False,False,True,False,False,False,False,False,True,False
0,0.35000000000000003,0.1325301204819277,0.18888888888888888,0.23076923076923084,True,False,True,False,False,False,False,False,True,False,False
0,0.42000000000000004,0.5421686746987951,0.5555555555555556,0.5018315018315018,False,False,True,False,False,False,True,False,False,False,False
1,0.6,0.40963855421686746,0.5111111111111111,0.5128205128205128,True,False,True,False,False,False,False,False,False,False,False
1,0.87,0.891566265060241,0.7888888888888889,0.8498168498168498,True,False,False,False,True,False,True,False,False,False,True
1,0.84,0.7951807228915663,0.7222222222222222,0.7875457875457875,True,True,False,False,False,False,False,False,False,True,True
1,0.83,0.8313253012048193,0.8666666666666667,0.8424908424908425,False,False,False,False,True,False,False,False,False,False,False
0,0.34,0.3012048192771084,0.32222222222222224,0.3223443223443224,False,False,True,False,False,False,True,False,False,False,False
0,0.6599999999999999,0.7228915662650602,0.6666666666666666,0.6813186813186813,True,True,False,False,False,False,True,False,False,False,False
1,0.61,0.46987951807228917,0.5111111111111111,0.5347985347985348,True,True,False,False,False,False,False,False,False,True,True
1,0.5599999999999999,0.6144578313253012,0.711111111111111,0.6263736263736264,False,False,False,True,False,False,True,False,False,False,True
0,0.87,0.8192771084337349,0.7,0.7985347985347986,True,True,False,False,False,False,False,False,False,False,True
0,0.5499999999999999,0.5783132530120482,0.5777777777777777,0.5677655677655677,False,False,True,False,False,False,False,False,False,True,False
0,0.86,0.7590361445783133,0.7222222222222222,0.7838827838827839,True,False,False,True,False,False,False,False,False,True,True
1,0.52,0.5903614457831325,0.7,0.6007326007326007,False,True,False,False,False,False,False,False,False,False,True
0,0.45,0.46987951807228917,0.4888888888888889,0.46886446886446886,False,False,False,False,True,False,False,True,False,False,False
0,0.72,0.6626506024096386,0.6777777777777777,0.6886446886446886,False,False,True,False,False,False,False,False,True,False,True
0,0.57,0.3975903614457831,0.4888888888888889,0.4908424908424909,True,False,False,True,False,False,True,False,False,False,True
0,0.6799999999999999,0.6626506024096386,0.6,0.6483516483516484,True,False,False,False,False,False,False,False,False,True,False
1,0.88,0.9397590361445783,0.9333333333333333,0.9157509157509157,False,False,True,False,False,False,False,False,True,False,True
0,0.76,0.5662650602409639,0.6222222222222222,0.6556776556776557,True,False,False,True,False,False,False,False,True,False,True
0,0.45999999999999996,0.3132530120481927,0.35555555555555557,0.380952380952381,True,False,True,False,False,False,False,False,False,False,True
0,0.6699999999999999,0.8313253012048193,0.8111111111111111,0.7655677655677655,False,True,False,False,False,True,False,False,False,False,True
0,0.9199999999999999,0.8433734939759037,0.7555555555555555,0.8424908424908425,True,False,False,False,True,False,False,False,False,True,True
1,0.83,0.7831325301204819,0.8222222222222222,0.8131868131868132,True,False,True,False,False,True,False,False,False,False,True
0,0.7999999999999999,0.6987951807228916,0.7444444444444445,0.7509157509157509,True,False,False,True,False,False,False,False,False,False,True
0,0.63,0.5903614457831325,0.6333333333333333,0.6190476190476191,True,False,False,True,False,True,False,False,False,False,False
1,0.64,0.5180722891566265,0.711111111111111,0.6263736263736264,False,False,False,True,False,False,False,False,False,True,True
0,0.54,0.4216867469879518,0.45555555555555555,0.4761904761904762,True,True,False,False,False,False,False,False,True,False,True
0,0.84,0.7590361445783133,0.7777777777777777,0.7948717948717949,True,False,True,False,False,False,False,False,False,False,True
1,0.73,0.6144578313253012,0.6222222222222222,0.6593406593406593,True,False,False,True,False,False,True,False,False,False,False
0,0.7999999999999999,0.7951807228915663,0.8111111111111111,0.8021978021978022,False,False,False,False,True,True,False,False,False,False,True
0,0.5599999999999999,0.4216867469879518,0.5,0.4981684981684982,False,False,False,True,False,False,True,False,False,False,True
0,0.59,0.40963855421686746,0.3666666666666667,0.46153846153846156,True,False,False,False,True,False,False,False,True,False,True
0,0.75,0.6867469879518072,0.6555555555555556,0.6996336996336996,True,False,False,True,False,False,False,False,False,True,True
0,0.85,0.7108433734939759,0.6777777777777777,0.7509157509157509,True,False,True,False,False,False,False,False,False,False,True
0,0.89,0.7108433734939759,0.711111111111111,0.7765567765567766,True,False,False,False,True,False,False,False,False,False,True
